,Gene Name
6716,TPSG1
6717,FAM102B
6718,FOSL2
6719,NOX5
6720,AC091959.3
6721,AGPAT2
6722,MATK
6723,PARP1
6724,LRP3
6725,ADAMTSL2
6726,HSPA13
6727,IGLV2-14
6728,COLEC12
6729,VDR
6730,HNRNPM
6731,RRP1B
6732,NDOR1
6733,GIMAP1
6734,HNRNPC
6735,ADAM19
6736,LDLR
6737,TGM1
6738,URB1
6739,MED30
6740,GRIK2
6741,SIGLEC1
6742,GALNT12
6743,MAGEB3
6744,ETNPPL
6745,ACAD8
6746,TRIM33
6747,C17orf58
6748,KANK1
6749,CERS1
6750,PRPF8
6751,UBE2J2
6752,LYZ
6753,PMP2
6754,SIDT2
6755,DEPDC7
6756,SPTLC1
6757,DAG1
6758,SPHK2
6759,RAD51AP1
6760,ZNF792
6761,NPIPB9
6762,UQCRFS1
6763,RHEB
6764,ADAMTS16
6765,MTMR6
6766,UBQLN2
6767,SUOX
6768,CTXND1
6769,TOR3A
6770,MBD6
6771,ZNF705E
6772,NRDC
6773,IGKV3D-15
6774,RPL18
6775,SLC45A3
6776,CDK11A
6777,WDFY4
6778,PITPNA
6779,PLA2G2F
6780,EXOC1L
6781,DOCK8
6782,FAHD2B
6783,MMP25
6784,DYRK1B
6785,GSTP1
6786,C9orf92
6787,LAMB3
6788,ABCD4
6789,MTA3
6790,CFAP45
6791,NMNAT1
6792,EPHA1
6793,IBTK
6794,NEPRO
6795,SRGN
6796,CHST14
6797,NEGR1
6798,CNBD2
6799,PLCD4
6800,COPS3
6801,ADAMTS20
6802,ACLY
6803,NMNAT2
6804,PDE6C
6805,MMD2
6806,C2orf92
6807,EFNB1
6808,DUS2
6809,PHF10
6810,STPG4
6811,TEX38
6812,FGFBP2
6813,ATG16L2
6814,RTCA
6815,KCTD20
6816,ALDH9A1
6817,CNTNAP3B
6818,NPRL3
6819,ARL2BP
6820,SLC6A19
6821,BDKRB2
6822,BBC3
6823,LOXL2
6824,C17orf78
6825,NPC1L1
6826,HOXB4
6827,AC084337.2
6828,SENP3-EIF4A1
6829,RPP30
6830,ADAM15
6831,IL1RL2
6832,COA1
6833,C20orf202
6834,MORC2
6835,TNFAIP3
6836,SEC14L3
6837,ARHGAP24
6838,AK5
6839,NEK1
6840,BRF2
6841,FAM71F2
6842,TONSL
6843,N4BP2L2
6844,OPRK1
6845,NRF1
6846,TRAV26-1
6847,SYNDIG1L
6848,SUSD6
6849,CLIP2
6850,AC098484.3
6851,PDE6G
6852,GPR150
6853,ZNF57
6854,NAPB
6855,SLC4A9
6856,ADGRV1
6857,PLXNA2
6858,PTPMT1
6859,DENND3
6860,PLEKHF1
6861,RNF220
6862,TMEM167B
6863,GLS2
6864,GPRC5A
6865,CSMD2
6866,RPS29
6867,NACC2
6868,PLPBP
6869,ZNF652
6870,DLST
6871,PIFO
6872,ASCL2
6873,SHISA4
6874,RDH11
6875,FXR2
6876,SLC41A1
6877,FLYWCH1
6878,SPRY1
6879,STMN4
6880,PLK5
6881,TNKS
6882,SLC6A4
6883,CLEC2L
6884,BIRC6
6885,IFRD2
6886,CGN
6887,GLIS2
6888,NR5A2
6889,CMTM2
6890,LCN8
6891,NPHP1
6892,TECTB
6893,ERBB3
6894,SST
6895,ATP4A
6896,RUSC2
6897,DTD1
6898,CLDN34
6899,ENO1
6900,GDF5OS
6901,SHISA7
6902,AGA
6903,MGAT4B
6904,REPS1
6905,PSMC5
6906,ARHGEF4
6907,IBA57
6908,ZBTB1
6909,COG6
6910,U2AF1L5
6911,CLIC3
6912,TNPO1
6913,CWF19L1
6914,PSMD3
6915,ANO6
6916,PPP1R15B
6917,STK25
6918,GRPEL2
6919,PRMT5
6920,OPN5
6921,POLR2I
6922,SULT1C3
6923,ASH2L
6924,LMX1B
6925,DLG3
6926,MEIS3
6927,PPP6C
6928,MANSC4
6929,VAMP2
6930,DYNC2H1
6931,CD5L
6932,ASB15
6933,CD151
6934,ASIC5
6935,CENPX
6936,MIS18BP1
6937,LDLRAD2
6938,RXRB
6939,AKT1S1
6940,C11orf40
6941,BCL11B
6942,NTNG2
6943,SOX4
6944,TIGAR
6945,E2F2
6946,R3HDM1
6947,ARNT
6948,ARHGAP18
6949,RBBP9
6950,VGLL1
6951,ZEB1
6952,IGLV3-9
6953,RPL19
6954,C17orf75
6955,RTN4R
6956,PAIP2
6957,UGT2B4
6958,IGF1R
6959,PSMA8
6960,FANCI
6961,PRR26
6962,SEMA6D
6963,CRNN
6964,FNBP1L
6965,DDTL
6966,LINC00854
6967,TMEM205
6968,ACTG1
6969,GGT2
6970,CHRNA9
6971,SEPSECS
6972,DIDO1
6973,DIO2
6974,SLC23A3
6975,SURF2
6976,LIPK
6977,PTTG2
6978,AKAP7
6979,C14orf28
6980,MARVELD3
6981,ZNF780A
6982,KLHL33
6983,OLFM2
6984,HR
6985,TLE1
6986,NDUFA13
6987,ARCN1
6988,PPP1R14C
6989,RCAN1
6990,ZNF668
6991,ARL17B
6992,MTIF2
6993,ETV2
6994,SAP130
6995,CCR4
6996,ZBTB4
6997,BLOC1S1
6998,MOCOS
6999,TMEM242
7000,ZCRB1
7001,ESRRB
7002,SLFNL1
7003,TJP1
7004,NOB1
7005,TMEM121
7006,PFKM
7007,KCNK12
7008,ENPP6
7009,ST6GALNAC6
7010,CREM
7011,SATL1
7012,SHISAL2A
7013,BBS4
7014,USP7
7015,ARMC12
7016,ANKRD20A2
7017,TSC22D3
7018,XKR7
7019,FABP4
7020,PCDHB14
7021,CXCR2
7022,HOXA10
7023,MUL1
7024,CA14
7025,MINDY2
7026,AC093423.3
7027,STYK1
7028,PLCG2
7029,PGLYRP1
7030,PCDHB11
7031,LAGE3
7032,DDX54
7033,ZFHX2
7034,ZBTB49
7035,CDK15
7036,CCL16
7037,BORA
7038,MBOAT1
7039,PSG8
7040,BSG
7041,DENND4C
7042,PIP5K1B
7043,SOCS2
7044,PPM1L
7045,MKLN1
7046,GPAT2
7047,NUP155
7048,KLRB1
7049,ANXA8L1
7050,S100A12
7051,ZCWPW2
7052,AIF1L
7053,MOBP
7054,PKP4
7055,LAYN
7056,GPALPP1
7057,SLC49A3
7058,PIGU
7059,BCKDHB
7060,EPS8L3
7061,SH2D3A
7062,HUS1B
7063,ZNF276
7064,CEP78
7065,SPTAN1
7066,GFPT1
7067,AC091167.6
7068,ZG16B
7069,CA10
7070,CLASRP
7071,CDKL5
7072,PRKG1
7073,GPR137
7074,LYPLA2
7075,MLX
7076,CDC23
7077,POU6F2
7078,VPS39
7079,VGLL3
7080,AC137834.1
7081,WRNIP1
7082,KIAA2026
7083,ZNF445
7084,RND3
7085,PEX5L
7086,SH2B3
7087,BCL2L2-PABPN1
7088,AC011479.1
7089,DIAPH2
7090,FAM189B
7091,DPPA4
7092,TMEM263
7093,ITPR3
7094,PEX16
7095,ZNF282
7096,AK4
7097,RPL24
7098,GABRB3
7099,SEMA3C
7100,CACUL1
7101,GIMAP4
7102,ST8SIA2
7103,OAZ1
7104,ALOX5AP
7105,ATP13A5
7106,ZC3H12A
7107,SLC1A5
7108,CD47
7109,ETNK1
7110,HDLBP
7111,KALRN
7112,TRAV30
7113,VPS35
7114,RHOG
7115,SLC1A7
7116,EIF1
7117,KDM1B
7118,COPS6
7119,HK1
7120,TDRD5
7121,CNTN4
7122,TP53BP2
7123,SUPT7L
7124,POU4F3
7125,PPP1R26
7126,DRC1
7127,ANXA11
7128,AL591806.3
7129,CXXC1
7130,F8
7131,DUSP12
7132,TLE2
7133,CYP2D6
7134,LIPG
7135,HERC5
7136,HNRNPH3
7137,RS1
7138,LPXN
7139,PI4K2A
7140,AC010531.1
7141,AFTPH
7142,C16orf87
7143,YWHAB
7144,YWHAZ
7145,SERGEF
7146,SPATS2
7147,LYPD6B
7148,ZNF524
7149,PAIP1
7150,TPST1
7151,MS4A8
7152,CRTC3
7153,ADAMTSL4
7154,WDR64
7155,PDGFRB
7156,NDUFAF6
7157,UBE2D1
7158,ASIC3
7159,BABAM2
7160,DNLZ
7161,DBF4B
7162,RNF175
7163,KRT24
7164,GSTCD
7165,AKR1B10
7166,EPHB2
7167,HTR6
7168,KIAA1551
7169,MR1
7170,EDC4
7171,MTMR4
7172,MYCBP2
7173,CDKN2A
7174,AC092647.5
7175,FNDC11
7176,ETV6
7177,CISH
7178,REEP5
7179,RUNX1T1
7180,BGLAP
7181,CMKLR1
7182,GAS6
7183,LAMTOR5
7184,ZNF527
7185,MCFD2
7186,BBS5
7187,AC090527.2
7188,ZNF132
7189,NODAL
7190,FOXJ3
7191,FMO4
7192,HP
7193,SENP5
7194,ASCL4
7195,RPL6
7196,ZNF740
7197,GALNT18
7198,CTSF
7199,IER5
7200,POM121
7201,GABRA6
7202,PMPCB
7203,CEL
7204,MGAM2
7205,PAGE5
7206,CDC42EP1
7207,SEZ6L2
7208,PAK1
7209,ELF3
7210,CYP4F2
7211,ZFP3
7212,ZNRF1
7213,ANKRD18B
7214,IFITM3
7215,PHIP
7216,LEAP2
7217,SPACA4
7218,AC091167.7
7219,ALDH2
7220,ZNF697
7221,RTN1
7222,GFOD2
7223,GUCY1A1
7224,NAGK
7225,KLHL9
7226,PEX10
7227,CTDSP2
7228,ZC3H12D
7229,SCRN1
7230,PHOX2A
7231,CCDC150
7232,POMT2
7233,PXMP4
7234,ENDOV
7235,LRTM2
7236,SGPP1
7237,KCNA3
7238,FAM156B
7239,ZSCAN25
7240,C1orf194
7241,NCOA4
7242,WTIP
7243,FAM19A3
7244,CCNB2
7245,RPS6KA3
7246,NEURL1B
7247,PSMC2
7248,MDC1
7249,ZNF506
7250,C15orf40
7251,PTER
7252,USP26
7253,PUDP
7254,EMX1
7255,CLEC18C
7256,PSCA
7257,WIPF1
7258,KCNK2
7259,ACOX3
7260,LURAP1L
7261,TSPAN12
7262,GNRHR
7263,SH3GL2
7264,TRMT1L
7265,SIRT1
7266,TSPAN16
7267,HOXA4
7268,TSPAN10
7269,RNF150
7270,PNLIP
7271,CDS2
7272,C12orf50
7273,MNS1
7274,SLC16A6
7275,SLC35F2
7276,DFFB
7277,ANKRD34B
7278,HLA-DMA
7279,SLC30A6
7280,ICAM5
7281,YOD1
7282,PHF2
7283,IL1RL1
7284,CXCL8
7285,AMBN
7286,MADD
7287,SYBU
7288,WEE2
7289,MON1B
7290,SARAF
7291,SLC15A3
7292,SMIM31
7293,USP29
7294,RLBP1
7295,NEURL3
7296,MT1B
7297,FAM49A
7298,ZNF296
7299,CAMK2G
7300,HACD1
7301,FAM229B
7302,SEPT12
7303,MPPE1
7304,TYR
7305,ENDOU
7306,FAM122C
7307,HOXC8
7308,ETFA
7309,PRAF2
7310,KRT34
7311,RPGRIP1
7312,ERV3-1
7313,SPATA5L1
7314,BCAT2
7315,SPATA4
7316,GSTM5
7317,CASP6
7318,BEAN1
7319,CPO
7320,NOMO1
7321,HPS6
7322,MYLIP
7323,CAT
7324,HPF1
7325,TRAV1-2
7326,ADAMTS13
7327,TMEM200A
7328,COX6B2
7329,KIAA1257
7330,ZNF584
7331,CYTH2
7332,NOC2L
7333,SCN2A
7334,GPR37L1
7335,NDC1
7336,UBXN4
7337,MRPS10
7338,BRPF3
7339,PNPLA1
7340,TMEM170B
7341,ZNF614
7342,RPL35
7343,DENND2A
7344,ACSS2
7345,GALNT6
7346,C3orf84
7347,OPTN
7348,APH1B
7349,VPS54
7350,C1orf131
7351,RNASE7
7352,AC092042.3
7353,SCN1B
7354,TMPO
7355,DHX37
7356,LRRC28
7357,FAT4
7358,EMILIN1
7359,BICRAL
7360,BNC1
7361,DRD4
7362,RPS10-NUDT3
7363,LAX1
7364,PAFAH2
7365,PPIP5K1
7366,CLIC6
7367,MRPS18B
7368,GNG8
7369,COL4A3BP
7370,AL845331.2
7371,STX10
7372,RSRP1
7373,XPA
7374,FUT7
7375,KDM6A
7376,XIAP
7377,LMLN
7378,TTK
7379,MGAT3
7380,FITM2
7381,CNFN
7382,CSNK1A1
7383,PLA2G3
7384,TEX33
7385,NOM1
7386,SLC48A1
7387,ICAM3
7388,OSBPL2
7389,FAM9C
7390,ROBO3
7391,N4BP3
7392,LRTOMT
7393,NFAM1
7394,MMP21
7395,SMIM18
7396,CEP162
7397,TSPAN6
7398,GTF2H5
7399,SMIM27
7400,SARS
7401,AMELY
7402,ANKRD36
7403,EIF2B3
7404,BCL7A
7405,ZBTB16
7406,ADAM7
7407,TIPRL
7408,CYBRD1
7409,ZNF550
7410,AK2
7411,CXorf21
7412,AGAP6
7413,TMED6
7414,ZNF624
7415,RPSA
7416,NOLC1
7417,SOX15
7418,NCAN
7419,AC004076.1
7420,GLDC
7421,AADACL4
7422,CLDN8
7423,FMO1
7424,ANKMY2
7425,SLC38A1
7426,ITGB1BP2
7427,IGLV2-11
7428,SCFD1
7429,DRAM1
7430,DEFA5
7431,IKBKB
7432,NFRKB
7433,SDR39U1
7434,ATP10B
7435,KPNB1
7436,ZNF235
7437,SF3B6
7438,FAM3B
7439,NKAIN2
7440,SMAGP
7441,RAB33B
7442,BCAR3
7443,ZNF304
7444,ICK
7445,AACS
7446,VPS13A
7447,FANCA
7448,PEBP4
7449,MGA
7450,TSNARE1
7451,ALX4
7452,ARL5C
7453,TMEM213
7454,AP2A2
7455,ZRSR2
7456,WDR59
7457,DNAJC17
7458,MAN1C1
7459,FECH
7460,XRN2
7461,DDX3Y
7462,ZNF28
7463,PRPF40A
7464,TMEM35A
7465,RSPH3
7466,NKAP
7467,AL109827.1
7468,TRAPPC12
7469,PCSK2
7470,VWA3B
7471,ZNF791
7472,DCUN1D1
7473,SMN1
7474,GFM2
7475,STAU1
7476,C11orf74
7477,ADM2
7478,TTC28
7479,SATB2
7480,BTBD6
7481,TCP11L1
7482,BLZF1
7483,SH3BP2
7484,CD300LG
7485,TTN
7486,CXCL12
7487,NUDT7
7488,AP000790.4
7489,RAB3A
7490,MELTF
7491,MAP1LC3B2
7492,BTBD9
7493,TLL2
7494,MCIDAS
7495,IL16
7496,CRB1
7497,REM1
7498,SYK
7499,LYPD8
7500,CXCL9
7501,COL21A1
7502,TMPRSS11E
7503,CYTH1
7504,CNOT2
7505,GXYLT1
7506,PPFIA4
7507,PPEF1
7508,POLR2C
7509,WFDC10B
7510,ZZEF1
7511,PLEKHH3
7512,MPG
7513,GJC1
7514,NDUFS1
7515,COASY
7516,CCDC58
7517,HMCN2
7518,MEGF8
7519,RPIA
7520,PRRG3
7521,STON1
7522,ZNF133
7523,ZNF32
7524,TFPI
7525,EP300
7526,PTPRN2
7527,CFAP52
7528,WSB1
7529,PIBF1
7530,IFI27L2
7531,CENPJ
7532,MOB2
7533,SLC22A7
7534,FNTB
7535,HEATR9
7536,KCNQ1
7537,SYNPO2
7538,ATP23
7539,B9D1
7540,FOXH1
7541,CACFD1
7542,NXPE2
7543,SLC43A1
7544,WDR78
7545,PPP2CB
7546,SENP6
7547,BTBD3
7548,CWC22
7549,SHISA8
7550,RAMP3
7551,AC068896.1
7552,FAM71E1
7553,MT-CYB
7554,TSSC4
7555,ZNF77
7556,PER3
7557,ZC4H2
7558,SEC24D
7559,NME1-NME2
7560,SVIL
7561,SETD7
7562,TRAT1
7563,AC093899.2
7564,ZNF843
7565,XPR1
7566,MCAM
7567,GYPE
7568,LENG9
7569,MYO9B
7570,C10orf95
7571,MSI2
7572,FKBP5
7573,AC003688.1
7574,SON
7575,PYY
7576,KANSL2
7577,RPL22
7578,ADPRH
7579,GLB1L2
7580,CNTNAP3
7581,ZNF226
7582,METTL2B
7583,ZNRF2
7584,DIRC2
7585,GUCY2C
7586,FMOD
7587,SEC24A
7588,ABRAXAS2
7589,GCKR
7590,PGAM5
7591,SNX10
7592,CDHR1
7593,TAS2R31
7594,TTC29
7595,BTN3A3
7596,TRGV9
7597,TTC23
7598,LY75-CD302
7599,EFCAB11
7600,KCNA5
7601,TMEM19
7602,WDR35
7603,PLD2
7604,NUDT2
7605,ZBTB8B
7606,GID4
7607,TRIM26
7608,KRT75
7609,SLC25A41
7610,ITM2B
7611,CENPC
7612,FST
7613,ITPA
7614,SLC6A15
7615,WNK4
7616,MRPL47
7617,TMPRSS12
7618,WDR6
7619,RPS21
7620,PBOV1
7621,GSTA1
7622,ZDHHC12
7623,SMIM36
7624,RNF170
7625,EIF3B
7626,MAPK9
7627,CDC40
7628,SI
7629,CRYM
7630,PROC
7631,RRS1
7632,HMSD
7633,GINS3
7634,PRKCE
7635,GRN
7636,COX7A2
7637,KLK14
7638,CRY2
7639,CCDC88A
7640,NUP54
7641,TECR
7642,H2AFB1
7643,CKMT1B
7644,PCDHB13
7645,UIMC1
7646,MSH3
7647,APLNR
7648,NPHP3
7649,HEATR4
7650,ZNF250
7651,EXOG
7652,TUBA3C
7653,GPR180
7654,EMP2
7655,CERS5
7656,FAM32A
7657,SMIM35
7658,RBM39
7659,SORBS1
7660,RUBCN
7661,TMEM151A
7662,RAPGEFL1
7663,DDN
7664,TMEM191B
7665,DOK4
7666,NPR1
7667,PSMD9
7668,ZNF761
7669,CYP4F8
7670,SRSF11
7671,CCDC146
7672,PYHIN1
7673,ARRDC1
7674,CLCN5
7675,HDHD5
7676,TSEN34
7677,PQLC3
7678,YPEL2
7679,CHST4
7680,RAB1A
7681,SLC5A10
7682,IFT74
7683,C2orf54
7684,TMEM121B
7685,CORO6
7686,RPS3
7687,TMEM168
7688,MEI1
7689,SEMA3E
7690,DIAPH3
7691,IL17RC
7692,SCGB2A1
7693,PPARGC1B
7694,HSPB7
7695,MMP17
7696,SNRPC
7697,ATG4C
7698,PPIL3
7699,MPV17
7700,IL12RB1
7701,CHRNA5
7702,ZNF609
7703,HNRNPUL1
7704,ACTR5
7705,GRINA
7706,IGHV3-35
7707,RAD17
7708,FAM222B
7709,TM9SF1
7710,FMN1
7711,MOGAT1
7712,MCEE
7713,STK38
7714,TUT1
7715,IGLV1-36
7716,S100A9
7717,TINCR
7718,DGKK
7719,PIGN
7720,SLC28A3
7721,GYPA
7722,COL26A1
7723,AGGF1
7724,BECN1
7725,EFCAB8
7726,MECOM
7727,DEFB118
7728,AC010615.4
7729,PAGR1
7730,CTNNA3
7731,RAD51
7732,FOXN2
7733,NLRP4
7734,KLK6
7735,SLC25A6
7736,BCORL1
7737,XRCC2
7738,UBASH3B
7739,COL16A1
7740,SLC7A7
7741,MAPRE3
7742,TYW1
7743,DDX31
7744,ZNF525
7745,EID1
7746,SLC25A10
7747,MCPH1
7748,GOLGA8Q
7749,PIGR
7750,CEMP1
7751,QRSL1
7752,ZBTB12
7753,RTN3
7754,PRKCSH
7755,AP1AR
7756,C16orf54
7757,AGBL3
7758,EFS
7759,RANBP3L
7760,HNRNPUL2-BSCL2
7761,RINT1
7762,NDFIP1
7763,LTBP3
7764,IGKV1-39
7765,C6orf222
7766,FBXO45
7767,DESI1
7768,L2HGDH
7769,FAS
7770,TBC1D23
7771,NAA60
7772,MAGEB2
7773,MPPED2
7774,JPT1
7775,MXD3
7776,NBN
7777,UPK3B
7778,FAM71F1
7779,ZNF407
7780,GOT2
7781,ATP12A
7782,RPS20
7783,NUDCD3
7784,ZNF572
7785,TCEA3
7786,AQP9
7787,NLRP12
7788,OR2W3
7789,SMC2
7790,CYBC1
7791,OR8G1
7792,FGL2
7793,FN1
7794,ZC3H7A
7795,MARCKSL1
7796,MYADML2
7797,PPP1R27
7798,RBPMS
7799,NLN
7800,PIK3R1
7801,IGHV3-64
7802,NLRP13
7803,MPP1
7804,PIGK
7805,C7orf25
7806,PAPLN
7807,CLK1
7808,RPL3
7809,NR0B1
7810,KNTC1
7811,PTHLH
7812,RIMS4
7813,ARC
7814,KERA
7815,QSOX1
7816,ASNA1
7817,FAM216A
7818,MARS2
7819,CCNI2
7820,C17orf50
7821,SLC6A9
7822,CRB2
7823,SNRPD2
7824,RNF39
7825,CCZ1
7826,GTF3C6
7827,GNB3
7828,POLG2
7829,CFHR2
7830,GLYR1
7831,DUSP3
7832,FAM71A
7833,NHLH1
7834,TNKS2
7835,SMAD6
7836,SLC41A2
7837,PRRT1
7838,MMP24
7839,CNOT3
7840,IHH
7841,SLITRK2
7842,DNAH11
7843,PTOV1
7844,TMEM132C
7845,OAZ2
7846,IL1A
7847,SLC35F4
7848,LILRA2
7849,MRGBP
7850,PCMT1
7851,R3HDM2
7852,SMTNL1
7853,C11orf45
7854,PLEKHA4
7855,MTA1
7856,GLMP
7857,STAU2
7858,SNX8
7859,TCP10L
7860,GPC1
7861,PGF
7862,DDX43
7863,PPIF
7864,IDI1
7865,VASP
7866,NAV2
7867,CAMK1
7868,LSMEM2
7869,TLX1
7870,DHRS13
7871,NDUFB10
7872,TCN1
7873,DMRT3
7874,MGAT2
7875,NID1
7876,NDP
7877,CRELD2
7878,ASB13
7879,SLC27A4
7880,AGBL2
7881,DNAJC14
7882,ATP7B
7883,NGEF
7884,C12orf75
7885,COX16
7886,COX5B
7887,CLCA1
7888,NPB
7889,LDLRAP1
7890,MXD1
7891,SLC22A13
7892,GRAP2
7893,CMAS
7894,NUP88
7895,GOLGA6L2
7896,SORBS2
7897,C17orf107
7898,KIAA1328
7899,GJC2
7900,NOX3
7901,C11orf52
7902,NF2
7903,JAZF1
7904,FMN2
7905,ADRA1D
7906,MED29
7907,COL4A6
7908,MFSD6
7909,UCN
7910,RIMS1
7911,SKOR1
7912,MSANTD4
7913,RTP4
7914,FBP2
7915,PINLYP
7916,PCDHB10
7917,HIST2H2BF
7918,ADAMTS1
7919,CTDNEP1
7920,MYO10
7921,LDAH
7922,CLN3
7923,MEIS2
7924,GALNT17
7925,ARHGEF15
7926,C11orf95
7927,PLEKHM3
7928,CCNDBP1
7929,KLRG2
7930,PPP3R1
7931,RSF1
7932,EXOC3L2
7933,PLA1A
7934,ANGPTL5
7935,ERICH3
7936,ZBTB41
7937,NDST4
7938,MAP2K5
7939,ROS1
7940,ARL14
7941,PTPRCAP
7942,TSPAN31
7943,TXNRD1
7944,MOSPD2
7945,OPHN1
7946,HCLS1
7947,CD163
7948,ZNF692
7949,KRT1
7950,BTD
7951,S100A2
7952,ASPA
7953,C19orf70
7954,BRCC3
7955,MRPS9
7956,PSMD12
7957,NECAB1
7958,C16orf89
7959,MGAT4C
7960,FOXA3
7961,BUB1B-PAK6
7962,ABHD8
7963,NUDT16
7964,KRI1
7965,HLA-B
7966,HIST1H2BH
7967,HS3ST4
7968,IGHV1-58
7969,FAM43B
7970,LTA
7971,TMSB4Y
7972,AC244517.10
7973,PHLDB3
7974,SIGLEC12
7975,SUN1
7976,CEP68
7977,GP1BA
7978,CUEDC1
7979,TTI1
7980,SLC25A14
7981,SRM
7982,DEAF1
7983,TIMP1
7984,IGLV7-43
7985,COG5
7986,SPTLC3
7987,SERPINB12
7988,AL049629.2
7989,ST3GAL4
7990,SAMSN1
7991,PNPLA2
7992,USP42
7993,TBX20
7994,THTPA
7995,WASF2
7996,IGHV4-39
7997,OR5V1
7998,ZDHHC1
7999,MREG
8000,AVIL
8001,CYP17A1
8002,SELP
8003,KLF17
8004,SIAH3
8005,C8orf33
8006,C15orf41
8007,ZFYVE27
8008,MYORG
8009,ABCG5
8010,COL19A1
8011,SNCG
8012,DOK3
8013,CHMP1A
8014,METTL22
8015,RASEF
8016,TCP11
8017,GTDC1
8018,GRPR
8019,SPAG9
8020,TSC2
8021,TXK
8022,PTPRB
8023,DHRS9
8024,BCAP31
8025,HMX3
8026,BAG2
8027,TBXA2R
8028,THAP9
8029,MYLK
8030,FKBP8
8031,XRCC1
8032,RDX
8033,PRSS22
8034,TP53INP2
8035,CGGBP1
8036,LRRFIP1
8037,DRAP1
8038,CHFR
8039,UPP1
8040,NUFIP1
8041,SYPL1
8042,RPP21
8043,FOXA1
8044,FAM217B
8045,LIN7B
8046,GEMIN2
8047,AC008537.1
8048,TENT5B
8049,PPA1
8050,ZNF384
8051,MYO18A
8052,CAPN12
8053,XCL2
8054,NKX6-3
8055,RAB39A
8056,OLFML3
8057,PNRC2
8058,SPAM1
8059,MARK3
8060,SLC4A11
8061,HOXB5
8062,LMBRD2
8063,SLC25A42
8064,SLC25A3
8065,MXRA7
8066,MLEC
8067,NOP10
8068,HINT3
8069,HYPK
8070,ZNF267
8071,RPE
8072,ISCA1
8073,TEP1
8074,RELN
8075,ITGA8
8076,RRAGC
8077,FBRSL1
8078,CHMP4B
8079,MTDH
8080,PPM1K
8081,FAM72D
8082,CYB561D2
8083,NFE4
8084,TMEM259
8085,TUNAR
8086,DPP9
8087,MTAP
8088,EXOC3L1
8089,AMFR
8090,PIK3CG
8091,LDHC
8092,FRRS1L
8093,WDR38
8094,SCLY
8095,FGF10
8096,YIF1A
8097,SOX1
8098,CAPRIN1
8099,ANGPT2
8100,TWIST2
8101,ZFAND1
8102,ZCCHC9
8103,HCN2
8104,DIO3
8105,DLC1
8106,POU3F2
8107,CYP2J2
8108,MED7
8109,ELP2
8110,ZNF615
8111,ADAD1
8112,EIF2S3
8113,FOXO1
8114,CASP4
8115,KIR2DL3
8116,PSMA4
8117,FNDC3A
8118,PTPN20
8119,BAZ2B
8120,OLFML1
8121,IMPG2
8122,RAI14
8123,LANCL3
8124,FGFR1
8125,TRPC6
8126,NHLRC4
8127,DEFB124
8128,SYMPK
8129,PIGT
8130,AC131160.1
8131,ANKRD45
8132,TMEM123
8133,GNL3
8134,WDR70
8135,TAS2R1
8136,EXD3
8137,SNX16
8138,ZNF207
8139,IL20
8140,SLX4
8141,GNG5
8142,XRCC3
8143,RIDA
8144,MUC2
8145,COX14
8146,RAD52
8147,ZKSCAN1
8148,TSKS
8149,POMK
8150,CBX6
8151,NME5
8152,ADAMTS10
8153,BHMG1
8154,NAGA
8155,TMEM187
8156,AL353572.3
8157,NCF1
8158,CRISPLD1
8159,RIC3
8160,LPAR4
8161,ABHD17C
8162,LRRC66
8163,TARSL2
8164,RPUSD2
8165,ELOA
8166,RPS24
8167,UMPS
8168,NUB1
8169,GNL1
8170,BANK1
8171,PTPDC1
8172,FAM214A
8173,TRMU
8174,ZNF18
8175,MCM2
8176,C2orf76
8177,TMEM72
8178,MOCS1
8179,CAPN9
8180,AC005551.1
8181,HTRA1
8182,CLEC6A
8183,SNRPD3
8184,GIN1
8185,RARRES3
8186,TRPM2
8187,FSIP1
8188,PARVB
8189,CEBPG
8190,ECD
8191,SLC6A12
8192,BRD4
8193,DENND1B
8194,FSTL3
8195,PDCD6
8196,LMTK3
8197,TMEM68
8198,DHX38
8199,UVSSA
8200,NXPH3
8201,TPTE
8202,DIRC1
8203,TSPAN8
8204,TERF1
8205,MORF4L2
8206,PAX6
8207,MIGA1
8208,SLC6A17
8209,BCAS1
8210,ZFP1
8211,HCK
8212,C19orf47
8213,SYT1
8214,SLC17A2
8215,LEPR
8216,KTN1
8217,MYLPF
8218,SHISAL2B
8219,BYSL
8220,HIST1H2BL
8221,RTL8A
8222,ADGRA2
8223,PLA2G12A
8224,FGF22
8225,ZNF423
8226,TMEM217
8227,RASGRF2
8228,BOLL
8229,AL132780.3
8230,TLR3
8231,PDZRN3
8232,GGACT
8233,EIF3F
8234,EMB
8235,PTPRK
8236,FPGT
8237,CUZD1
8238,SRA1
8239,WDR3
8240,BTBD17
8241,TRIM49C
8242,ABCC5
8243,HK3
8244,ARL2
8245,COX6A2
8246,ZNF500
8247,ZNF599
8248,ZNF248
8249,CREB3L3
8250,MYO1B
8251,MIEN1
8252,PYCR3
8253,DEXI
8254,NRK
8255,FUT4
8256,POU1F1
8257,SEC16B
8258,ASMTL
8259,G3BP2
8260,FBP1
8261,CSPG4
8262,OR2T10
8263,RASAL2
8264,ZNF83
8265,CRYBG2
8266,CSDC2
8267,OR52A1
8268,FCHSD1
8269,CLEC2B
8270,PCDHB16
8271,HIST1H3I
8272,RNF222
8273,RABL2B
8274,CD9
8275,TFAP2C
