,mean_no_cancer,mean_cancer,variance_no_cancer,variance_cancer,dif_abs_mean,logFC,abs_logFC
LRRC27,0.020494466879376727,0.02292516449132083,0.0008183724601945692,0.0009140535768035277,0.002430697611944102,0.16169016023520705,0.16169016023520705
UVRAG,0.07762684346818842,0.08683296554367377,0.0023694940994828722,0.0033118729298772854,0.009206122075485351,0.1616852610273693,0.1616852610273693
ABHD12,0.035523048112078404,0.0317570644650209,0.000108242863610213,0.00012166761798464136,0.0037659836470575053,-0.16167300381178665,0.16167300381178665
ATP2A1,0.008446316197118458,0.009448011485613859,1.1452579657696047e-05,1.7266367780731156e-05,0.0010016952884954015,0.16167035424538181,0.16167035424538181
NCDN,0.0077331782875039,0.00864989514191842,3.187704004165661e-05,4.371464659906843e-05,0.0009167168544145189,0.1616014000998335,0.1616014000998335
SLC35E2A,0.04530158350061885,0.040501885548545946,0.0002328275150776006,0.00023412073557764539,0.004799697952072905,-0.16156863251516548,0.16156863251516548
AGTRAP,0.0052394430903717915,0.005860384895259836,1.5297512777240973e-05,2.0707646370314304e-05,0.0006209418048880441,0.16155277705480467,0.16155277705480467
ARHGAP32,0.012209742423946795,0.010916594184469726,2.1831300990090583e-05,1.737128357169249e-05,0.0012931482394770693,-0.16149594303892503,0.16149594303892503
CASP7,0.008125848606890657,0.009088411951046184,1.598940270670617e-05,2.07708677512924e-05,0.0009625633441555266,0.16149094189102642,0.16149094189102642
PFKP,0.21997265722129797,0.24602200765754995,0.00898017584799696,0.015009675408722646,0.026049350436251978,0.16146247504318592,0.16146247504318592
ACTN1,0.007252018028951265,0.006484093435459894,0.0001539826267132794,0.00014172325497811337,0.0007679245934913712,-0.16145407445972906,0.16145407445972906
ROPN1B,0.03502326757157708,0.03916876110842148,0.00015094998633098615,0.00015169852564239343,0.004145493536844402,0.16138544820087533,0.16138544820087533
NDUFA3,0.0665410962622535,0.07441680583297716,0.0005422667381374542,0.0008160824662095736,0.007875709570723657,0.1613805381734492,0.1613805381734492
PARP3,0.003020319154453082,0.0027007800050159935,1.4187655272482017e-06,1.8925583849880293e-06,0.00031953914943708833,-0.16126838332456378,0.16126838332456378
RNF182,0.023002720489423964,0.025722740548920806,0.00012878551911313016,0.00011978968344303898,0.0027200200594968416,0.16123323032266645,0.16123323032266645
RPL29,0.0376533085943401,0.042100964658941344,0.00022314690414502013,0.00034546573578959384,0.004447656064601242,0.16107260249896566,0.16107260249896566
ST6GAL1,0.2103401975610673,0.23518233663415566,0.004453936813316072,0.006979441577978697,0.024842139073088354,0.16105440009310912,0.16105440009310912
ZBTB5,0.02467333124777454,0.027587168162565526,0.00013082068886981327,0.00018929386502576775,0.0029138369147909855,0.16103868218190553,0.16103868218190553
AZIN2,0.00726597848698025,0.006498519722624577,4.849317300251689e-05,3.7038807667799116e-05,0.0007674587643556729,-0.16102252024419328,0.16102252024419328
KIF19,0.017505240871863198,0.0195714555655917,6.745871240481005e-05,9.783642707268747e-05,0.002066214693728502,0.1609554421843498,0.1609554421843498
TTLL10,0.14586545275535226,0.1630811795246867,0.006527163786005734,0.009080680136842958,0.017215726769334444,0.16095102136314812,0.16095102136314812
CCT6B,0.0027156239706518557,0.0024288585664952508,6.237527871396643e-07,5.760893014409786e-07,0.0002867654041566049,-0.16094254250064494,0.16094254250064494
STAT2,0.09612466227114046,0.10746465243216029,0.0014573756667843876,0.0020133083530917647,0.01133999016101983,0.16088208953674166,0.16088208953674166
FAM182B,0.003166150805581949,0.0028319890099959737,8.375992570276768e-07,1.1593151282711563e-06,0.0003341617955859755,-0.16086055861349904,0.16086055861349904
SLC2A8,0.003166150805581949,0.0028319890099959737,8.375992570276768e-07,1.1593151282711563e-06,0.0003341617955859755,-0.16086055861349904,0.16086055861349904
RPS6KA5,0.102958500357868,0.11510237032923216,0.0009408988876473989,0.0013533293943278231,0.012143869971364171,0.160853119910773,0.160853119910773
CYSLTR2,0.06464951724984558,0.07227440004401112,0.0035129560077205827,0.004339945872005337,0.007624882794165538,0.1608427763729164,0.1608427763729164
MFSD3,0.03351789482968807,0.029982369460132118,6.64476415752124e-05,5.6472507694556145e-05,0.0035355253695559495,-0.16081206286070332,0.16081206286070332
PLBD2,0.20749957783286693,0.2319662077556673,0.004637755154940059,0.00713687843554675,0.024466629922800354,0.16080551795892628,0.16080551795892628
CDKL1,0.005837776441382638,0.005222126419901057,2.5849568285258934e-06,3.903666698733165e-06,0.000615650021481581,-0.16075245046045789,0.16075245046045789
SNX22,0.02348256700921151,0.026247892394518586,3.131221652275309e-05,6.002945404575152e-05,0.002765325385307077,0.16060498612178695,0.16060498612178695
HTR4,0.3812463464076001,0.4261400960488057,0.017965565370965813,0.025785520314794558,0.04489374964120563,0.1606038923337959,0.1606038923337959
AC036214.3,0.04372680152013249,0.039122236014683544,0.0006092898799242027,0.0007996813247682702,0.0046045655054489446,-0.1605251112226313,0.1605251112226313
KLHDC7A,0.01313587253942456,0.014681724297557939,0.00033897633840177183,0.00038431482128739515,0.0015458517581333781,0.16049781909587374,0.16049781909587374
FUNDC1,0.13274767701290655,0.1483638456393823,0.01609591484498374,0.018943050117722446,0.015616168626475746,0.160451809513737,0.160451809513737
SEPT3,0.03303951547308671,0.036925323489838305,0.00015605564875186483,0.00026586036776224956,0.0038858080167515976,0.1604134353084828,0.1604134353084828
POF1B,0.01937996881659305,0.021659274949891463,4.902103160353064e-05,7.529026115924426e-05,0.0022793061332984123,0.160410866208603,0.160410866208603
ELSPBP1,0.09859394536854797,0.11018766131154195,0.000566758371081944,0.0011278725444697705,0.011593715942993979,0.16039018313774311,0.16039018313774311
AC092073.1,0.002342544379410163,0.002096089193893963,1.0105739338816121e-06,1.2159451205416022e-06,0.00024645518551619965,-0.1603038914268274,0.1603038914268274
UPF3A,0.010131512712535937,0.011322282048002005,7.891121375859033e-05,9.265614053663557e-05,0.0011907693354660676,0.16030019783454263,0.16030019783454263
GZMM,0.0476843555533555,0.0532867412580134,0.0040144113194587674,0.004536596699871581,0.005602385704657903,0.16025740763068655,0.16025740763068655
FTSJ3,0.02914701721467801,0.026082794066978294,5.2072256224402805e-05,9.042751779200432e-05,0.003064223147699715,-0.16024401312256287,0.16024401312256287
VTA1,0.0029092450953566076,0.0026033427313250763,1.7097931658601133e-06,2.1483710582023107e-06,0.0003059023640315313,-0.16022133974134156,0.16022133974134156
CLEC4A,0.0034368494573850873,0.0030756492303647873,3.0281915262119514e-06,3.6611249775782133e-06,0.0003612002270203,-0.16014639994056346,0.16014639994056346
GRM2,0.05187150330191601,0.04642208977278708,0.00024852444179246483,0.0003348762795430452,0.005449413529128935,-0.1601274469752719,0.1601274469752719
GSTO2,0.07268771144320639,0.0812186061456305,0.0004646550018738454,0.0007541528032351107,0.008530894702424116,0.16009670028422215,0.16009670028422215
ACOT7,0.0006061015240078498,0.000677299086667038,2.8113451922942794e-07,3.0997305679911564e-07,7.119756265918829e-05,0.15998375542343993,0.15998375542343993
ZNF879,0.002991177477893324,0.0026771321170642767,7.479568956028435e-07,1.3042869370628796e-06,0.0003140453608290474,-0.15996861656486952,0.15996861656486952
SLAIN2,0.002991177477893324,0.0026771321170642767,7.479568956028435e-07,1.3042869370628796e-06,0.0003140453608290474,-0.15996861656486952,0.15996861656486952
SELENON,0.018775842272263372,0.020977137750075692,0.0011070934063713905,0.0012692507756302109,0.00220129547781232,0.15993215078692907,0.15993215078692907
CRYBA1,0.2732123358470546,0.30524198475698244,0.010345797330709382,0.014785627370986707,0.03202964890992782,0.15993023397565068,0.15993023397565068
DCP2,0.008313724171671076,0.0074413748610635344,1.8847631996731144e-05,2.2457940119834708e-05,0.000872349310607542,-0.1599053464512734,0.1599053464512734
FAP,0.050972360346014926,0.056945921344498496,0.00027540393737472734,0.00043722004579844825,0.005973560998483569,0.15987438529985146,0.15987438529985146
PNMA8A,0.11500549065846496,0.12848270310906906,0.0010938460460141128,0.0018769903826737584,0.013477212450604098,0.15987009406866926,0.15987009406866926
ENTPD2,0.012487064133658436,0.013949883604107687,0.0004450848449374371,0.0005268543988776099,0.0014628194704492514,0.15980664906604924,0.15980664906604924
KLRC2,0.20105075995587926,0.22459977465949676,0.015393479937130814,0.019305188668438646,0.023549014703617505,0.15979593849733545,0.15979593849733545
WDR74,0.015430328126420057,0.017237398092291314,4.367460419481978e-05,7.067785167721266e-05,0.0018070699658712577,0.15976348021696046,0.15976348021696046
CHN1,0.023467326668210393,0.02621453661163117,0.0005625250945340843,0.0006664588127707655,0.002747209943420776,0.15970709809438516,0.15970709809438516
SLC19A3,0.00658982939487302,0.005899658345733581,9.701522621892264e-06,1.2542493445472884e-05,0.0006901710491394389,-0.15958409926466635,0.15958409926466635
KIF18A,0.0056703215288009855,0.006333325269454086,2.496971697533297e-05,3.1038452629858944e-05,0.0006630037406531002,0.15950600158703043,0.15950600158703043
ZNF319,0.0030741004681941048,0.0027522417717712245,1.055115855259018e-06,1.4429255484433075e-06,0.00032185869642288025,-0.1595022426718902,0.1595022426718902
CEP70,0.03240701607030469,0.029015067245013505,0.0002512420997847171,0.00021295172706928476,0.003391948825291185,-0.1594987116483977,0.1594987116483977
NEK6,0.0309111694073728,0.034524373175734514,0.0002956908855736344,0.00041092391725472963,0.0036132037683617134,0.15948210259908807,0.15948210259908807
IL4I1,0.016176922226796175,0.01806772992069188,0.00028952425230879553,0.0003483180582039898,0.001890807693895706,0.15946876993609196,0.15946876993609196
PLPP6,0.0034757900302510966,0.003112010775974724,1.1056973896406288e-06,1.6146463369588632e-06,0.0003637792542763728,-0.15944537184948346,0.15944537184948346
DLL3,0.07590348852769653,0.08477177108357294,0.0005285063474414695,0.0007371024584616723,0.008868282555876406,0.15941574687413412,0.15941574687413412
SEPT5,0.028911004948992982,0.032287669498414544,0.000235344647251441,0.0003717279012821621,0.0033766645494215618,0.1593593355618323,0.1593593355618323
C7orf55-LUC7L2,0.04741698348696745,0.05295330237915133,0.000647954491713007,0.0008974136058357805,0.005536318892183881,0.15931359205692275,0.15931359205692275
PKHD1L1,0.004266943957316367,0.003820807906057967,4.95275919856202e-06,5.91932005984076e-06,0.0004461360512584005,-0.15928596559626154,0.15928596559626154
ATP5MC1,0.07537470586889343,0.08417191195213458,0.0007752026561976451,0.0013171944062745022,0.008797206083241152,0.15925642062325415,0.15925642062325415
NLRC3,0.03150664098338404,0.0351828981584395,0.00014225338974081824,0.0002064270205734023,0.0036762571750554585,0.15921359134738175,0.15921359134738175
SUMO4,0.14137554074672015,0.157860050522907,0.0016905418301756193,0.0029784885526992636,0.016484509776186845,0.15911250806941823,0.15911250806941823
MTRNR2L5,0.032398473354684536,0.029017487856772124,9.689913594687701e-05,0.00011914735083022673,0.0033809854979124122,-0.1589980196237465,0.1589980196237465
SYT16,0.005080925275926402,0.004550838571636511,3.359611116325933e-06,2.3610308371333707e-06,0.0005300867042898911,-0.15892576812362696,0.15892576812362696
GAPVD1,0.024988304107272534,0.02238221365763271,8.509161391283035e-05,0.00011552879370282358,0.0026060904496398238,-0.15889354102088526,0.15889354102088526
LIX1L,0.07184283785875402,0.08020719187959195,0.004404064219782129,0.005522676404878873,0.008364354020837933,0.158885170429792,0.158885170429792
TCF4,0.005662816280950561,0.005072295569060889,4.121156805325567e-05,3.884200645862625e-05,0.000590520711889672,-0.15885125500522512,0.15885125500522512
AC093668.1,0.039790809943866114,0.04442248423127174,0.0007438408167097725,0.0009446581212253963,0.004631674287405629,0.15885102906436505,0.15885102906436505
OPLAH,0.02290276490295161,0.025568264073487872,0.0006081289096045732,0.0007289745944747041,0.002665499170536264,0.15882587108504273,0.15882587108504273
BTBD2,0.07967639974444579,0.08894652540488969,0.0009210216111790701,0.0010433327269198293,0.009270125660443898,0.15878390294071262,0.15878390294071262
SUCLG1,0.008232358627180152,0.00737458770157162,6.098333909759757e-06,5.699166491251005e-06,0.0008577709256085315,-0.15872305734510878,0.15872305734510878
H2BFM,0.014147781972728854,0.012673837135774454,8.74571530451584e-06,9.779679713752875e-06,0.0014739448369543995,-0.158710651442561,0.158710651442561
ACYP1,0.010107789260989387,0.011283255192388767,2.9692775010874327e-05,3.5886507794681285e-05,0.00117546593139938,0.15870098314752837,0.15870098314752837
RIMBP3C,0.054045319714647044,0.060329760985766034,0.0003631524695032159,0.0005669332662477044,0.00628444127111899,0.15869739904841001,0.15869739904841001
SULT2A1,0.015693135135714662,0.01751756799077794,8.342174713916872e-05,9.155650870765174e-05,0.001824432855063278,0.15865932263246296,0.15865932263246296
SNX9,0.02094418186743435,0.023376806489930117,0.00017430253841609614,0.0002529042862541627,0.002432624622495768,0.15852115875661765,0.15852115875661765
SPATA45,0.18074831428280033,0.20172626935373086,0.015570129277649938,0.020034179024883362,0.020977955070930532,0.15841594569184902,0.15841594569184902
GADD45GIP1,0.021468585199359503,0.01923656186843406,5.390401983659482e-05,7.329888615410209e-05,0.002232023330925443,-0.15836835174225322,0.15836835174225322
CCNT1,0.019937883957007924,0.01786630049575911,5.423132267643769e-05,4.4603216091257795e-05,0.0020715834612488153,-0.15826298035375017,0.15826298035375017
MAP7D3,0.07474215891700868,0.08340775113279364,0.004724346473289966,0.005617757607670038,0.008665592215784959,0.15825721868107312,0.15825721868107312
TNFSF18,0.018158500162611543,0.01627265128557264,6.303898022579532e-05,4.847830735375752e-05,0.0018858488770389023,-0.1581865113812168,0.1581865113812168
FGGY,0.03928009360053096,0.04383205201977716,0.00028589493897512657,0.000409702854102656,0.004551958419246202,0.15818403933783032,0.15818403933783032
KCNH8,0.050349788677885005,0.056183533266972036,0.00024068651928607374,0.00039679870824848874,0.005833744589087031,0.15815865716894426,0.15815865716894426
REELD1,0.01561981597523841,0.017428804779390045,0.00010499658211310015,0.00015333942938895796,0.0018089888041516351,0.1580865941592637,0.1580865941592637
BCL2L2,0.027830494212026834,0.031053400956885725,7.753162995977293e-05,0.00012618010559571283,0.003222906744858891,0.15807937240407222,0.15807937240407222
FBXO41,0.06739085214959262,0.07519428133444596,0.000753582755493053,0.0012465759991511119,0.007803429184853342,0.15806795616466182,0.15806795616466182
FP565260.6,0.006191635179534576,0.0055491517949778435,1.8896650845712565e-06,3.0706253682332047e-06,0.0006424833845567321,-0.1580262272455702,0.1580262272455702
ASB2,0.06143412223946635,0.06854546306788227,0.0005653322337388563,0.0009834040285511651,0.00711134082841592,0.1580185511981084,0.1580185511981084
AL162231.1,0.06255179208375224,0.06979221869833323,0.0004499229244952194,0.0007207512953915162,0.0072404266145809915,0.1580125855731363,0.1580125855731363
L34079.1,0.42624039021114,0.4755615423671524,0.040669783971447084,0.054352832605483535,0.049321152156012404,0.15796439287427042,0.15796439287427042
ZNF568,0.02232509460004128,0.024907886582093745,0.0003105135728705764,0.00037170199996862933,0.0025827919820524646,0.15792962579945438,0.15792962579945438
UBASH3A,0.2029937319942896,0.2264747927378854,0.006281561971806078,0.009108902513014605,0.023481060743595794,0.1579145656419634,0.1579145656419634
NOVA2,0.012793240807048007,0.014272359681050782,3.9944227543154324e-05,4.8364998809287265e-05,0.0014791188740027744,0.1578304157844046,0.1578304157844046
SWI5,0.030465286034950956,0.0273090132546208,6.467534084746783e-05,6.068393937805436e-05,0.0031562727803301563,-0.15778362600896179,0.15778362600896179
